index,project_name,address,floor_area_sqm,type_of_land,contract_date,property_type,tenure,completion_date,type_of_sale,postal_district,postal_sector,postal_code,region,area,month,latitude,longitude,floor_num,unit_num,price
4163,ASCENTIA SKY,1 Alexandra View  #30-01 ,137,Strata,15-Sep-2017,Condominium,99 Yrs From 26/03/2008,2013,Resale,3,15,158748,Central Region,Bukit Merah,2017-9,1.2909510397600001,103.81700026899999,30.0,1.0,2216341
4164,SHAW PLAZA - TWIN HEIGHTS,352 Balestier Road  #10-01 ,132,Strata,15-Sep-2017,Apartment,Freehold,1999,Resale,12,32,329780,Central Region,Novena,2017-9,1.32485172726,103.851308185,10.0,1.0,1393805
4165,WAI WING CENTRE,501 Balestier Road  #06-01 ,120,Strata,15-Sep-2017,Apartment,Freehold,1991,Resale,12,32,329844,Central Region,Novena,2017-9,1.32622726634,103.84700225,6.0,1.0,1278781
4166,THE BEACON,130 Cantonment Road  #03-01 ,108,Strata,15-Sep-2017,Apartment,99 Yrs From 05/03/2004,2008,Resale,2,8,89775,Central Region,Bukit Merah,2017-9,1.27591172906,103.840477562,3.0,1.0,1486121
4167,SKYSUITES@ANSON,8 Enggor Street  #42-06 ,65,Strata,15-Sep-2017,Apartment,99 Yrs From 18/02/2008,2014,Resale,2,7,79718,Central Region,Downtown Core,2017-9,1.27464403809,103.844742451,42.0,6.0,1458678
4168,PALM SPRING,16 Ewe Boon Road  #02-04 ,174,Strata,15-Sep-2017,Condominium,Freehold,1997,Resale,10,25,259324,Central Region,Tanglin,2017-9,1.31644975659,103.832130326,2.0,4.0,2758555
4169,THE SPRINGSIDE,5 Springside Drive ,172,Land,15-Sep-2017,Terrace House,Freehold,1998,Resale,26,78,786976,North Region,Yishun,2017-9,1.40424964925,103.81955017899999,,,2269059
4170,RIVER ISLES,68 Edgedale Plains  #02-34 ,106,Strata,15-Sep-2017,Condominium,99 Yrs From 06/02/2012,2015,Resale,19,82,828733,North East Region,Punggol,2017-9,1.3970451377200002,103.912726471,2.0,34.0,1017820
4171,JLB RESIDENCES,169 Jalan Loyang Besar  #04-05 ,70,Strata,15-Sep-2017,Apartment,946 Yrs From 27/11/1937,2008,Resale,17,50,509422,East Region,Pasir Ris,2017-9,1.3789076128100002,103.960586305,4.0,5.0,749188
4172,N.A.,57 Jalan Tenon ,270,Land,15-Sep-2017,Terrace House,Freehold,Unknown,Resale,19,53,537269,North East Region,Hougang,2017-9,1.3546268485799997,103.865898554,,,2684972
4173,EMERALD GARDEN,33 Club Street  #06-14 ,117,Strata,15-Sep-2017,Condominium,999 Yrs From 01/10/1827,1999,Resale,1,6,69415,Central Region,Outram,2017-9,1.2813968222399998,103.84667398799999,6.0,14.0,1946021
4174,THE CORNWALL,2A Cornwall Gardens  #05-14 ,73,Strata,15-Sep-2017,Condominium,Freehold,2005,Resale,10,26,269678,Central Region,Bukit Timah,2017-9,1.3123285624799998,103.80083275,5.0,14.0,1190718
4175,THE SAIL @ MARINA BAY,6 Marina Boulevard  #41-21 ,80,Strata,15-Sep-2017,Apartment,99 Yrs From 12/08/2002,2008,Resale,1,1,18985,Central Region,Downtown Core,2017-9,1.28087139356,103.852592953,41.0,21.0,1565120
4176,THE SEAWIND,76 Lorong M Telok Kurau  #04-13 ,61,Strata,15-Sep-2017,Condominium,Freehold,2015,Resale,15,42,425412,East Region,Bedok,2017-9,1.3104799983600002,103.913629731,4.0,13.0,1030838
4177,N.A.,2 Lorong N Telok Kurau ,358,Land,15-Sep-2017,Semi-Detached House,Freehold,Unknown,Resale,15,42,425126,East Region,Bedok,2017-9,1.30902227699,103.865898554,,,3845218
4178,N.A.,4 Lorong N Telok Kurau ,413,Land,15-Sep-2017,Semi-Detached House,Freehold,Unknown,Resale,15,42,425129,East Region,Bedok,2017-9,1.30904928191,103.865898554,,,4190650
4179,LEONIE SUITES,21 Leonie Hill  #13-02 ,87,Strata,15-Sep-2017,Apartment,99 Yrs From 07/01/2002,2006,Resale,9,23,239223,Central Region,River Valley,2017-9,1.29876714658,103.831774341,13.0,2.0,1388826
4180,PARK INFINIA AT WEE NAM,6 Lincoln Road  #08-12 ,147,Strata,15-Sep-2017,Condominium,Freehold,2008,Resale,11,30,308345,Central Region,Novena,2017-9,1.31485007779,103.84347879299999,8.0,12.0,2830832
4181,ZEDGE,2 Akyab Road  #08-04 ,46,Strata,15-Sep-2017,Apartment,Freehold,2010,Resale,11,30,309973,Central Region,Novena,2017-9,1.3223981436599999,103.848176944,8.0,4.0,802442
4182,BISHAN LOFT,33 Bishan Street 11  #03-12 ,109,Strata,15-Sep-2017,Executive Condominium,99 Yrs From 13/12/2000,2003,Resale,20,57,579820,Central Region,Bishan,2017-9,1.34681914714,103.852576826,3.0,12.0,1275199
4183,ARDMORE THREE,3 Ardmore Park  #34-03 ,162,Strata,15-Sep-2017,Condominium,Freehold,2014,Resale,10,25,259950,Central Region,Newton,2017-9,1.3083790659399999,103.828547775,34.0,3.0,6577403
4184,RV RESIDENCES,461 River Valley Road  #02-06 ,80,Strata,15-Sep-2017,Condominium,999 Yrs From 21/06/1877,2015,Resale,10,24,248346,Central Region,Tanglin,2017-9,1.2943467427,103.828443426,2.0,6.0,1696447
4185,RIVERVALE CREST,5 Rivervale Crescent  #01-04 ,139,Strata,15-Sep-2017,Apartment,99 Yrs From 06/12/1997,2002,Resale,19,54,545084,North East Region,Sengkang,2017-9,1.39084809648,103.90419446799999,1.0,4.0,961033
4186,PARK GREEN,10 Rivervale Link  #07-17 ,141,Strata,15-Sep-2017,Executive Condominium,99 Yrs From 17/08/2001,2004,Resale,19,54,545044,North East Region,Sengkang,2017-9,1.38095542456,103.899936345,7.0,17.0,1054518
4187,D'GROVE VILLAS,8A Orange Grove Road  #06-01 ,251,Strata,15-Sep-2017,Condominium,Freehold,1992,Resale,10,25,258343,Central Region,Newton,2017-9,1.30917052894,103.8277121,6.0,1.0,4772098
4188,N.A.,52 Paya Lebar Crescent ,206,Land,15-Sep-2017,Semi-Detached House,Freehold,1995,Resale,19,53,536124,North East Region,Hougang,2017-9,1.3493293797600001,103.865898554,,,2741586
4189,CHANGI RISE CONDOMINIUM,4 Simei Rise  #02-07 ,119,Strata,15-Sep-2017,Condominium,99 Yrs From 29/11/2000,2004,Resale,18,52,528801,East Region,Tampines,2017-9,1.3469873637099998,103.959590346,2.0,7.0,948255
4190,RIVERSOUND RESIDENCE,9 Sengkang East Avenue  #14-28 ,99,Strata,15-Sep-2017,Condominium,99 Yrs From 26/08/2011,2015,Resale,19,54,544742,North East Region,Sengkang,2017-9,1.3805919752200002,103.90255096,14.0,28.0,1053271
4191,FLAMINGO VALLEY,476 Siglap Road  #05-45 ,89,Strata,15-Sep-2017,Condominium,Freehold,2014,Resale,15,45,454946,East Region,Bedok,2017-9,1.317878,103.922467,5.0,45.0,1201530
4192,FLORIDIAN,965 Bukit Timah Road  #08-02 ,123,Strata,15-Sep-2017,Condominium,Freehold,2012,Resale,21,58,589662,Central Region,Bukit Timah,2017-9,1.33338916683,103.786269976,8.0,2.0,2082230
4193,CASA MERAH,72 Tanah Merah Kechil Avenue  #07-43 ,114,Strata,15-Sep-2017,Apartment,99 Yrs From 11/07/2006,2009,Resale,16,46,465535,East Region,Bedok,2017-9,1.3285736832500001,103.945686957,7.0,43.0,1245047
4194,RV RESIDENCES,461 River Valley Road  #07-02 ,84,Strata,15-Sep-2017,Condominium,999 Yrs From 21/06/1877,2015,Resale,10,24,248346,Central Region,Tanglin,2017-9,1.2943467427,103.828443426,7.0,2.0,1749697
4195,RV RESIDENCES,465 River Valley Road  #06-17 ,64,Strata,15-Sep-2017,Condominium,999 Yrs From 21/06/1877,2015,Resale,10,24,248350,Central Region,Tanglin,2017-9,1.2943467427,103.828443426,6.0,17.0,1370347
4196,SKYSUITES@ANSON,8 Enggor Street  #12-06 ,65,Strata,15-Sep-2017,Apartment,99 Yrs From 18/02/2008,2014,Resale,2,7,79718,Central Region,Downtown Core,2017-9,1.27464403809,103.844742451,12.0,6.0,1388433
4197,PARK EAST,69 Jalan Tua Kong  #03-04 ,157,Strata,15-Sep-2017,Condominium,Freehold,1994,Resale,15,45,457264,East Region,Bedok,2017-9,1.31761170545,103.924766395,3.0,4.0,1821806
4198,THE LAKESHORE,31 Jurong West Street 41  #03-25 ,103,Strata,15-Sep-2017,Condominium,99 Yrs From 22/11/2002,2007,Resale,22,64,649412,West Region,Jurong West,2017-9,1.3455713476299997,103.722579491,3.0,25.0,1144376
4199,N.A.,12 Guillemard Lane ,539,Land,15-Sep-2017,Detached House,Freehold,1969,Resale,14,39,399878,Central Region,Geylang,2017-9,1.3096194194,103.865898554,,,6086332
4200,N.A.,14 Guillemard Lane ,536,Land,15-Sep-2017,Detached House,Freehold,Unknown,Resale,14,39,399879,Central Region,Geylang,2017-9,1.30946196106,103.865898554,,,6197795
4201,RIVER PLACE,66 Havelock Road  #02-15 ,63,Strata,15-Sep-2017,Condominium,99 Yrs From 07/11/1995,1999,Resale,3,16,169661,Central Region,Singapore River,2017-9,1.29024259576,103.84138509,2.0,15.0,953580
4202,MACPHERSON GARDEN ESTATE,66 Jalan Mulia ,92,Land,15-Sep-2017,Terrace House,Freehold,Unknown,Resale,13,36,368657,Central Region,Toa Payoh,2017-9,1.3328929412700001,103.880724209,,,1448163
4203,N.A.,43 Jalan Rabu ,322,Land,15-Sep-2017,Terrace House,Freehold,Unknown,Resale,20,57,577059,Central Region,Bishan,2017-9,1.3526364343200001,103.865898554,,,3087882
4204,VILLA MARINA,27 Jalan Sempadan  #04-14 ,187,Strata,15-Sep-2017,Condominium,99 Yrs From 13/02/1995,1999,Resale,15,45,457401,East Region,Bedok,2017-9,1.3107535932899999,103.927138572,4.0,14.0,1575068
4205,THE ARTE,23 Jalan Raja Udang  #06-09 ,174,Strata,15-Sep-2017,Condominium,Freehold,2010,Resale,12,32,329216,Central Region,Novena,2017-9,1.3283564513200001,103.842383221,6.0,9.0,2097559
4206,TIVOLI GARDENS,169 Tai Keng Gardens ,208,Land,15-Sep-2017,Terrace House,99 Yrs From 28/02/1996,1998,Resale,19,53,535477,North East Region,Hougang,2017-9,1.34572422726,103.88551164,,,2132649
4207,OPERA ESTATE,4 Metropole Drive ,159,Land,15-Sep-2017,Terrace House,Freehold,Unknown,Resale,15,45,456682,East Region,Bedok,2017-9,1.32096947585,103.92464850200001,,,2012202
4208,THE WATERSIDE,11 Tanjong Rhu Road  #19-01 ,224,Strata,15-Sep-2017,Condominium,Freehold,1992,Resale,15,43,436896,Central Region,Kallang,2017-9,1.29670644596,103.882766331,19.0,1.0,3060813
4209,LIVIA,81 Pasir Ris Grove  #01-43 ,162,Strata,15-Sep-2017,Condominium,99 Yrs From 07/01/2008,2011,Resale,18,51,518210,East Region,Pasir Ris,2017-9,1.37280149826,103.94430920299999,1.0,43.0,1452101
4210,PRIVE,37 Punggol Field  #02-40 ,77,Strata,15-Sep-2017,Executive Condominium,99 Yrs From 14/09/2010,2013,Resale,19,82,828809,North East Region,Punggol,2017-9,1.40112237085,103.904463658,2.0,40.0,692735
4211,KENSINGTON PARK CONDOMINIUM,12 Kensington Park Drive  #17-01 ,154,Strata,15-Sep-2017,Condominium,999 Yrs From 01/04/1878,1990,Resale,19,55,557325,North East Region,Serangoon,2017-9,1.36710481364,103.869279654,17.0,1.0,1848140
4212,CORALS AT KEPPEL BAY,13 Keppel Bay Drive  #04-23 ,112,Strata,15-Sep-2017,Condominium,99 Yrs From 26/02/2007,2016,Resale,4,9,98018,Central Region,Bukit Merah,2017-9,1.26558236312,103.816464904,4.0,23.0,2189389
4213,REFLECTIONS AT KEPPEL BAY,27 Keppel Bay View  #08-81 ,83,Strata,15-Sep-2017,Condominium,99 Yrs From 15/03/2006,2011,Resale,4,9,98416,Central Region,Bukit Merah,2017-9,1.26653651983,103.810492751,8.0,81.0,1348697
4214,PARK INFINIA AT WEE NAM,2 Lincoln Road  #29-02 ,301,Strata,15-Sep-2017,Condominium,Freehold,2008,Resale,11,30,308342,Central Region,Novena,2017-9,1.3142245283299998,103.843578386,29.0,2.0,5515069
4215,SELETARIS,509 Sembawang Road  #04-62 ,120,Strata,15-Sep-2017,Condominium,Freehold,2001,Resale,27,75,757710,North Region,Sembawang,2017-9,1.4360899930500002,103.82462359600001,4.0,62.0,981013
4216,SANCTUARY GREEN,181 Tanjong Rhu Road  #05-09 ,130,Strata,15-Sep-2017,Condominium,99 Yrs From 17/03/1997,2004,Resale,15,43,436922,Central Region,Kallang,2017-9,1.2959548140000001,103.87167607200001,5.0,9.0,1470102
4217,THE HILLSIDE,341 Upper Bukit Timah Road  #01-01 ,97,Strata,14-Sep-2017,Condominium,Freehold,2001,Resale,21,58,588195,West Region,Bukit Batok,2017-9,1.35222926315,103.768121757,1.0,1.0,985662
4218,THE PARC CONDOMINIUM,1 West Coast Walk  #03-03 ,113,Strata,14-Sep-2017,Condominium,Freehold,2010,Resale,5,12,127158,West Region,Clementi,2017-9,1.309639924,103.76094632700001,3.0,3.0,1407670
4219,6 DERBYSHIRE,6 Derbyshire Road  #11-01 ,94,Strata,14-Sep-2017,Condominium,Freehold,2017,Resale,11,30,309462,Central Region,Novena,2017-9,1.31578788311,103.84604087,11.0,1.0,2016813
4220,OLEANAS RESIDENCE,42 Kim Yam Road  #03-05 ,114,Strata,14-Sep-2017,Condominium,Freehold,1999,Resale,9,23,239347,Central Region,River Valley,2017-9,1.2933501131899998,103.838881951,3.0,5.0,1713393
4221,THE EDEN AT TAMPINES,27 Tampines Street 34  #05-22 ,115,Strata,14-Sep-2017,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,18,52,529235,East Region,Tampines,2017-9,1.3550728345899998,103.96040480799999,5.0,22.0,884325
4222,CAMELOT BY-THE-WATER,112 Tanjong Rhu Road  #19-01 ,542,Strata,14-Sep-2017,Condominium,99 Yrs From 07/06/1996,2000,Resale,15,43,436929,Central Region,Kallang,2017-9,1.29757883028,103.875951135,19.0,1.0,8009011
4223,CAIRNHILL PLAZA,53 Cairnhill Road  #34-03 ,262,Strata,14-Sep-2017,Apartment,Freehold,1978,Resale,9,22,229664,Central Region,Newton,2017-9,1.30616222567,103.836994536,34.0,3.0,3766336
4224,LUCIDA,2 Suffolk Road  #21-03 ,99,Strata,14-Sep-2017,Apartment,Freehold,2011,Resale,11,30,307780,Central Region,Novena,2017-9,1.31464171537,103.84481853,21.0,3.0,1618158
4225,THE TEMBUSU,107B Tampines Road  #04-09 ,44,Strata,14-Sep-2017,Condominium,Freehold,2016,Resale,19,53,534008,North East Region,Hougang,2017-9,1.36189423382,103.889843234,4.0,9.0,701519
4226,REGENT GROVE,50 Choa Chu Kang North 7  #04-12 ,109,Strata,14-Sep-2017,Condominium,99 Yrs From 17/05/1997,2000,Resale,23,68,689527,West Region,Choa Chu Kang,2017-9,1.3989173853999999,103.749086603,4.0,12.0,814886
4227,LEEDON RESIDENCE,24 Leedon Heights  #01-33 ,378,Strata,14-Sep-2017,Condominium,Freehold,2015,Resale,10,26,266220,Central Region,Bukit Timah,2017-9,1.31407904536,103.80262944200001,1.0,33.0,6763738
4228,THE INTERLACE,206 Depot Road  #09-50 ,163,Strata,14-Sep-2017,Condominium,99 Yrs From 11/02/2009,2013,Resale,4,10,109697,Central Region,Bukit Merah,2017-9,1.28320244456,103.80418320700001,9.0,50.0,2085553
4229,EUHABITAT,208 Jalan Eunos  #05-63 ,52,Strata,14-Sep-2017,Condominium,99 Yrs From 06/12/2010,2015,Resale,14,41,419548,East Region,Bedok,2017-9,1.3284858727600002,103.90648367799999,5.0,63.0,683825
4230,N.A.,70E Jalan Senang ,253,Land,14-Sep-2017,Terrace House,Freehold,1978,Resale,14,41,418358,East Region,Bedok,2017-9,1.3255638988,103.865898554,,,2563331
4231,N.A.,37E Jervois Road ,211,Land,14-Sep-2017,Terrace House,Freehold,1989,Resale,10,24,249025,Central Region,Tanglin,2017-9,1.29481428676,103.865898554,,,4727408
4232,N.A.,110 Joo Chiat Place ,257,Land,14-Sep-2017,Terrace House,Freehold,1996,Resale,15,42,428076,Central Region,Geylang,2017-9,1.3135791860700001,103.903293076,,,3294150
4233,MEIER SUITES,10 Margate Road  #08-04 ,167,Strata,14-Sep-2017,Condominium,Freehold,2012,Resale,15,43,438051,Central Region,Marine Parade,2017-9,1.29877441761,103.88852756700001,8.0,4.0,2825383
4234,THE CLIFT,21 Mccallum Street  #12-05 ,46,Strata,14-Sep-2017,Apartment,99 Yrs From 28/04/2004,2011,Resale,1,6,69047,Central Region,Downtown Core,2017-9,1.27939885956,103.847332094,12.0,5.0,966272
4235,SKYSUITES@ANSON,8 Enggor Street  #65-06 ,94,Strata,14-Sep-2017,Apartment,99 Yrs From 18/02/2008,2014,Resale,2,7,79718,Central Region,Downtown Core,2017-9,1.27464403809,103.844742451,65.0,6.0,2488812
4236,PARK INFINIA AT WEE NAM,2A Lincoln Road  #08-05 ,136,Strata,14-Sep-2017,Condominium,Freehold,2008,Resale,11,30,308364,Central Region,Novena,2017-9,1.31442074096,103.843166239,8.0,5.0,2585633
4237,THE ALCOVE,10 Lorong 27 Geylang  #08-09 ,215,Strata,14-Sep-2017,Apartment,99 Yrs From 06/10/2000,2004,Resale,14,38,388199,Central Region,Geylang,2017-9,1.31400655049,103.884015329,8.0,9.0,1271234
4238,8 @ MOUNT SOPHIA,10 Mount Sophia  #03-34 ,135,Strata,14-Sep-2017,Condominium,103 Yrs From 28/11/2002,2007,Resale,9,22,228459,Central Region,Rochor,2017-9,1.30128575793,103.846779644,3.0,34.0,1936839
4239,CHATEAU LE FAME,51 Ewe Boon Road  #01-09 ,106,Strata,14-Sep-2017,Apartment,Freehold,2000,Resale,10,25,259345,Central Region,Tanglin,2017-9,1.3165286052299998,103.829340371,1.0,9.0,1612989
4240,ESTELLA GARDENS,29 Flora Road  #06-07 ,117,Strata,14-Sep-2017,Condominium,Freehold,1999,Resale,17,50,509742,East Region,Pasir Ris,2017-9,1.35993364829,103.966683393,6.0,7.0,961746
4241,THE HELICONIA,30 Jalan Daud  #12-03 ,208,Strata,14-Sep-2017,Condominium,Freehold,2003,Resale,14,41,419572,East Region,Bedok,2017-9,1.32636673621,103.90889014700001,12.0,3.0,1755444
4242,SUITES @ AMBER,30 Amber Road  #04-02 ,59,Strata,14-Sep-2017,Apartment,Freehold,2010,Resale,15,43,439874,Central Region,Marine Parade,2017-9,1.3002894356,103.90007748299999,4.0,2.0,921793
4243,BAYSHORE PARK,50 Bayshore Road  #31-01 ,309,Strata,14-Sep-2017,Condominium,99 Yrs From 17/03/1982,1986,Resale,16,46,469977,East Region,Bedok,2017-9,1.31214732941,103.937500086,31.0,1.0,3043684
4244,SERANGOON GARDEN ESTATE,87 Braemar Drive ,261,Land,14-Sep-2017,Terrace House,999 Yrs From 01/01/1955,Unknown,Resale,19,55,559490,North East Region,Serangoon,2017-9,1.3625350623899999,103.865898554,,,2701647
4245,THE INSPIRA,11 Arnasalam Chetty Road  #06-11 ,117,Strata,14-Sep-2017,Condominium,Freehold,2009,Resale,9,23,239949,Central Region,River Valley,2017-9,1.29188940104,103.838943184,6.0,11.0,2059957
4246,AMARYLLIS VILLE,22 Newton Road  #25-10 ,61,Strata,14-Sep-2017,Condominium,99 Yrs From 24/10/1997,2004,Resale,11,30,307990,Central Region,Novena,2017-9,1.31478679609,103.841960997,25.0,10.0,1074282
4247,26 NEWTON,26 Newton Road  #22-01 ,44,Strata,14-Sep-2017,Apartment,Freehold,2016,Resale,11,30,307957,Central Region,Novena,2017-9,1.3157056045,103.841661154,22.0,1.0,1221264
4248,TANGERINE GROVE,3 Paya Lebar Crescent  #01-19 ,129,Strata,14-Sep-2017,Condominium,Freehold,2007,Resale,19,53,534239,North East Region,Hougang,2017-9,1.35025662166,103.880579427,1.0,19.0,1475375
4249,THE CREST,101 Prince Charles Crescent  #16-06 ,148,Strata,14-Sep-2017,Condominium,99 Yrs From 21/12/2012,2017,Resale,3,15,159017,Central Region,Bukit Merah,2017-9,1.29269478977,103.82041146700001,16.0,6.0,2679223
4250,DOUBLE BAY RESIDENCES,19D Simei Street 4  #07-36 ,117,Strata,14-Sep-2017,Condominium,99 Yrs From 07/04/2008,2012,Resale,18,52,528716,East Region,Tampines,2017-9,1.34022041922,103.956937619,7.0,36.0,1319941
4251,CITYSCAPE @FARRER PARK,101 Mergui Road  #27-02 ,108,Strata,14-Sep-2017,Condominium,Freehold,2014,Resale,8,21,219067,Central Region,Kallang,2017-9,1.3176845936900001,103.851151435,27.0,2.0,1550940
4252,PARC BLEU,264 Joo Chiat Place  #02-12 ,71,Strata,14-Sep-2017,Apartment,Freehold,2013,Resale,15,42,427946,East Region,Bedok,2017-9,1.31416204092,103.907607073,2.0,12.0,938939
4253,THE LAKESHORE,33 Jurong West Street 41  #17-41 ,106,Strata,14-Sep-2017,Condominium,99 Yrs From 22/11/2002,2007,Resale,22,64,649413,West Region,Jurong West,2017-9,1.34627093866,103.722845847,17.0,41.0,1210869
4254,KENSINGTON PARK CONDOMINIUM,6 Kensington Park Drive  #02-04 ,162,Strata,14-Sep-2017,Condominium,999 Yrs From 01/04/1878,1987,Resale,19,55,557322,North East Region,Serangoon,2017-9,1.3686941975799998,103.868663205,2.0,4.0,1667075
4255,WATERVIEW,89 Tampines Avenue 1  #11-33 ,86,Strata,14-Sep-2017,Condominium,99 Yrs From 16/06/2010,2014,Resale,18,52,528689,East Region,Tampines,2017-9,1.3487538424799999,103.926337529,11.0,33.0,966483
4256,D'MANOR,297 Tanah Merah Kechil Avenue ,253,Strata,14-Sep-2017,Semi-Detached House,99 Yrs From 14/03/1997,2000,Resale,16,46,465776,East Region,Bedok,2017-9,1.33111568019,103.945621105,,,1972295
4257,URBANA,1 River Valley Close  #03-03 ,123,Strata,14-Sep-2017,Condominium,Freehold,2007,Resale,9,23,238427,Central Region,River Valley,2017-9,1.29510638262,103.83790859,3.0,3.0,2232908
4258,RIVIERA RESIDENCES,15 Riviera Drive  #03-14 ,99,Strata,14-Sep-2017,Condominium,Freehold,2007,Resale,16,46,467205,East Region,Bedok,2017-9,1.31621937606,103.942185021,3.0,14.0,1161486
4259,POSHGROVE EAST,333 East Coast Road  #01-12 ,133,Strata,14-Sep-2017,Condominium,Freehold,2008,Resale,15,42,429101,East Region,Bedok,2017-9,1.30921429121,103.909754887,1.0,12.0,1543022
4260,SERANGOON GARDEN ESTATE,52 Brockhampton Drive ,259,Land,14-Sep-2017,Terrace House,999 Yrs From 01/01/1955,Unknown,Resale,19,55,559100,North East Region,Serangoon,2017-9,1.36117352659,103.865898554,,,2957605
4261,NOMU,20 Handy Road  #10-07 ,107,Strata,14-Sep-2017,Apartment,Freehold,2009,Resale,9,22,229236,Central Region,Museum,2017-9,1.2998461981899998,103.846954439,10.0,7.0,2525754
4262,MELVILLE PARK,24 Simei Street 1  #03-05 ,125,Strata,14-Sep-2017,Condominium,99 Yrs From 01/09/1992,1996,Resale,18,52,529946,East Region,Tampines,2017-9,1.3480202452899999,103.958187972,3.0,5.0,835025
4263,GRAMERCY PARK,57 Grange Road  #20-09 ,244,Strata,14-Sep-2017,Condominium,Freehold,2016,Resale,10,24,249569,Central Region,Tanglin,2017-9,1.2983710257899999,103.82642846,20.0,9.0,7228935
4264,N.A.,54 Namly Place ,167,Land,14-Sep-2017,Terrace House,Freehold,Unknown,Resale,10,26,267201,Central Region,Bukit Timah,2017-9,1.32353236309,103.79690087700001,,,3243929
4265,THE NASSIM,18 Nassim Hill  #04-01 ,270,Strata,14-Sep-2017,Condominium,Freehold,2015,Resale,10,25,258485,Central Region,Tanglin,2017-9,1.30641163299,103.82313574,4.0,1.0,8013718
4266,N.A.,17A Marlene Avenue ,575,Land,14-Sep-2017,Semi-Detached House,Freehold,Unknown,Resale,19,55,556635,North East Region,Serangoon,2017-9,1.36043541459,103.865898554,,,4849046
4267,THE MAKENA,125 Meyer Road  #21-05 ,152,Strata,14-Sep-2017,Condominium,Freehold,1998,Resale,15,43,437936,Central Region,Marine Parade,2017-9,1.29670941504,103.894191553,21.0,5.0,2044127
4268,SCOTTS HIGHPARK,43 Scotts Road  #05-02 ,162,Strata,14-Sep-2017,Condominium,Freehold,2009,Resale,9,22,228239,Central Region,Newton,2017-9,1.31236169152,103.836727307,5.0,2.0,3086011
4269,KEW VALE,9 Kew Avenue ,163,Land,14-Sep-2017,Terrace House,99 Yrs From 03/02/1994,1996,Resale,16,46,466306,East Region,Bedok,2017-9,1.32092013092,103.947537182,,,1750826
4270,SELETAR PARK,123 Seletar Hills Drive ,347,Land,14-Sep-2017,Semi-Detached House,999 Yrs From 01/01/1879,1986,Resale,28,80,807135,North East Region,Serangoon,2017-9,1.3865630069100001,103.865898554,,,3088804
